genres_1,genres_2,budget,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,popularity,production_companies,revenue,runtime,title,vote_average,vote_count
Drama,Crime,65000000,california,taxi,assassin,hostage,taxidriver,fbi,44.815022,Paramount Pictures,217764291,120,Collateral,7,1451
Action,Fantasy,60000000,egypt,temple,,,,,37.537093,Universal Pictures,165333180,92,The Scorpion King,5.3,779
Drama,Action,60000000,ledge,practicaljoke,,,,,10.99991,Casey Silver Productions,74541707,115,Ladder 49,6.2,207
Crime,Drama,60000000,basedonnovel,sniper,investigation,police,quarry,,56.868399,Paramount Pictures,218340595,130,Jack Reacher,6.3,2998
Action,Science Fiction,60000000,sharkattack,shark,alzheimer'sdisease,killershark,noopeningcredits,,22.991269,Village Roadshow Pictures,73648228,105,Deep Blue Sea,5.6,604
Music,Documentary,60000000,popstar,music,concert,aftercreditsstinger,duringcreditsstinger,,15.798622,Columbia Pictures,0,111,This Is It,6.7,247
Drama,Thriller,60000000,savingtheworld,mutation,infection,terminalillness,quarantine,outbreak,38.820858,Double Feature Films,137551594,106,Contagion,6.2,1325
Comedy,Adventure,0,moneydelivery,fool,australia,hoodlum,kangaroo,,10.292864,Castle Rock Entertainment,0,89,Kangaroo Jack,4.3,203
Animation,Family,60000000,dream,eye,stuffedanimal,parallelworld,button,newhome,51.146047,Focus Features,124596398,100,Coraline,7.3,1386
Thriller,Science Fiction,60000000,tree,naturaldisaster,crisis,park,strangebehavior,,20.501582,Spyglass Entertainment,163403799,91,The Happening,4.9,950
Action,Drama,70000000,mexico,cia,kidnapping,diary,bible,bodyguard,45.299089,Regency Enterprises,130293714,146,Man on Fire,7.3,1553
Comedy,Family,50000000,fathersonrelationship,parentskidsrelationship,workaholic,wifehusbandrelationship,transformation,bodyexchange,4.280619,Walt Disney Pictures,61112916,98,The Shaggy Dog,4.5,137
Comedy,Crime,60000000,informant,jumpingfromarooftop,surveillancefootage,,,,28.848842,Weed Road Pictures,170268750,101,Starsky & Hutch,5.6,644
Family,Comedy,60000000,holiday,christmasparty,santaclaus,toy,puppet,christmas,22.501041,Twentieth Century Fox Film Corporation,129832389,89,Jingle All the Way,5.5,575
Fantasy,Action,66000000,blackmagic,fistfight,cover-up,superhero,paranormalphenomena,narrationfromgrave,47.479755,Revolution Studios,99318987,122,Hellboy,6.5,2225
Drama,,70000000,success,advancement,rightandjustice,leukemia,lawyer,businessstart-up,10.147321,Paramount Pictures,56702901,115,A Civil Action,6.1,109
Family,Animation,60000000,medium,stopmotion,curse,jock,ghost,communicatingwiththedead,39.539045,Focus Features,107139399,90,ParaNorman,6.7,789
Action,Thriller,60000000,fbi,coldwar,hitman,,,,19.747459,Universal Pictures,159330280,124,The Jackal,6.1,527
Action,Adventure,60000000,prophecy,engineer,scientist,millionaire,,,29.018826,Paramount Pictures,96269812,119,Paycheck,5.9,581
Drama,Romance,60000000,miami,television,career,vitaminb,reporter,,4.801849,Cinergi Pictures Entertainment,0,119,Up Close & Personal,5.9,50
Adventure,Animation,60000000,loyalty,totalitarianregime,mouse,forgiveness,honor,unlikelyfriendship,16.493576,Larger Than Life Productions,50877145,93,The Tale of Despereaux,5.8,258
Thriller,Action,0,bomb,intelligence,chauffeur,wound,secretagent,headinjury,21.549232,DreamWorks SKG,0,98,The Tuxedo,5.3,483
Action,Thriller,60000000,terrorist,pentagon,satellite,navyseal,train,,13.080725,Regency Enterprises,104324083,100,Under Siege 2: Dark Territory,5.6,210
Action,Drama,60000000,londonengland,corruption,cia,terrorist,sniper,explosive,42.538258,Paramount Pictures,50549107,105,Jack Ryan: Shadow Recruit,5.9,1173
Drama,Comedy,60000000,factory,inventor,strongwoman,biography,basedontruestory,stolenpatent,29.876507,Fox 2000 Pictures,101134059,124,Joy,6.4,1581
Action,Crime,60000000,londonengland,terrorist,terroristattack,,,,61.849521,Millennium Films,205754447,99,London Has Fallen,5.8,1621
Science Fiction,Horror,70000000,android,mercenary,dystopia,sequel,alien,betrayal,37.44963,Twentieth Century Fox Film Corporation,162000000,109,Alien: Resurrection,5.9,1365
Action,Drama,61000000,corruption,sniper,senator,conspiracyofmurder,childlessness,rifle,37.378081,Paramount Pictures,95696996,124,Shooter,6.9,1462
Animation,Comedy,60000000,basedonnovel,stopmotion,fatherdaughterrelationship,unlikelyfriendship,duringcreditsstinger,,30.656345,Laika Entertainment,108255770,97,The Boxtrolls,6.6,668
Drama,Fantasy,75000000,witch,magic,sorcery,love,curse,familycurse,15.142701,Village Roadshow Pictures,46683377,104,Practical Magic,6.3,338
Adventure,Animation,60000000,fathersonrelationship,creativity,friendship,partliveaction,toys,basedontoy,59.547928,Village Roadshow Pictures,469160692,100,The Lego Movie,7.5,3070
Action,Comedy,0,ransom,pressconference,ship,missamerica,fbiagent,,19.998581,Village Roadshow Pictures,0,115,Miss Congeniality 2: Armed and Fabulous,5.3,425
Adventure,Action,60000000,dragon,evolution,firechief,animatedmap,theatreaudience,dragonslayer,27.615108,The Zanuck Company,43061982,101,Reign of Fire,6,669
Crime,Drama,60000000,losangeles,gangster,,,,,29.041198,Village Roadshow Pictures,105200903,113,Gangster Squad,6.2,1778
Comedy,Adventure,60000000,temple,slavery,stoneage,circumcision,hebrews,cavemen,25.293538,Columbia Pictures,62357900,97,Year One,4.6,524
Drama,History,60000000,stadium,southafrica,apartheid,nelsonmandela,sport,nation,23.85119,Spyglass Entertainment,122233971,134,Invictus,7,1125
Action,,60000000,corruption,assassination,detective,journalist,assassin,newspaper,21.685719,Universal Pictures,87784194,127,State of Play,6.7,484
Romance,Comedy,78146652,spy,,,,,,13.630049,Universal Pictures,60000000,125,Duplicity,5.7,201
Comedy,Drama,65000000,alien,martian,basedontvseries,fishoutofwater,,,6.80692,Walt Disney Pictures,36850101,94,My Favorite Martian,5.1,80
Action,Thriller,60000000,usapresident,agent,,,,,15.352807,Twentieth Century Fox Film Corporation,77920346,108,The Sentinel,5.8,225
Science Fiction,Animation,70000000,flyingsaucer,alienlife-form,spaceship,alien,alienplanet,planet,23.661071,TriStar Pictures,104945765,91,Planet 51,5.6,556
Science Fiction,Action,60000000,clone,assassination,ambush,federation,starfleet,enterprise-e,21.605533,Paramount Pictures,67312826,117,Star Trek: Nemesis,6.1,479
Crime,Comedy,60000000,california,assassin,infidelity,fetish,hitman,tycoon,22.620125,Imagine Entertainment,119940815,100,Intolerable Cruelty,5.8,391
Drama,Romance,0,women,baseball,pitcher,homerun,aging,sport,18.587114,Malpaso Productions,0,111,Trouble with the Curve,6.6,366
Crime,Drama,80000000,murder,violence,deathofdaughter,homicidedetective,,,24.657931,Icon Productions,74901339,117,Edge of Darkness,6.2,487
Horror,Mystery,60000000,chicago,basedonnovel,monster,museum,pileofdeadbodies,god,12.621769,Paramount Pictures,33956608,110,The Relic,5.8,130
Comedy,Crime,60000000,prison,gold,therapist,gangster,,,21.08952,Village Roadshow Pictures,55003135,96,Analyze That,5.7,380
Action,Crime,60000000,revenge,murder,plottwist,dirtycop,,,18.380176,Grosvenor Park Media Ltd.,73174566,101,Righteous Kill,5.9,375
Action,Crime,60000000,assassin,lossoffamily,autism,fbi,bangkok,nationalsecurityagency(nsa),18.877795,Imagine Entertainment,0,111,Mercury Rising,6,368
Drama,,60000000,newspaper,cello,musical,violin,losangeles,,17.299333,DreamWorks,31720158,109,The Soloist,6.6,234
Fantasy,Drama,80000000,competition,worldwari,greatdepression,caddy,savannah,,16.848899,DreamWorks SKG,39459427,126,The Legend of Bagger Vance,6.3,251
Drama,Music,60000000,hotelroom,sandiego,drugaddiction,stewardess,overdose,groupie,21.547446,Columbia Pictures,47383689,122,Almost Famous,7.4,797
Animation,Comedy,0,londonengland,cat,mistakeinperson,luxury,wretch,nobility,16.930969,Twentieth Century Fox Film Corporation,141702264,78,Garfield: A Tail of Two Kitties,5.1,464
Action,Adventure,60000000,washingtond.c.,helicopter,usapresident,general,coupd'etat,militaryprison,36.689223,Original Film,71073932,101,xXx: State of the Union,4.7,549
Action,Science Fiction,60000000,vampire,crucifixion,post-apocalyptic,dystopia,vampirehunter,disobey,28.350927,Screen Gems,78309131,87,Priest,5.4,692
Family,Animation,60000000,prince,watermonster,,,,,18.815442,DreamWorks Animation,26288320,86,Sinbad: Legend of the Seven Seas,6.6,372
Horror,Science Fiction,60000000,spacemarine,nudity,nightmare,hallucination,cryogenics,spacetravel,29.787135,Paramount Pictures,26673242,96,Event Horizon,6.5,742
Drama,,60000000,pregnancyandbirth,voice,dragonfly,carcrash,jungle,hospital,8.927137,Universal Pictures,52322400,104,Dragonfly,6.1,204
Drama,,50000000,pornography,observer,losangeles,murderhunt,,,15.213484,Universal Pictures,49111202,121,The Black Dahlia,5.7,287
Action,Adventure,60000000,worldwari,biplane,,,,,13.155999,Ingenious Film Partners,17800000,140,Flyboys,6.3,271
Action,Drama,72000000,prison,general,,,,,15.433244,DreamWorks SKG,27642707,131,The Last Castle,7,285
Horror,Science Fiction,90000000,blackpeople,starships,future,star,supernova,blast,5.762037,United Artists,14828081,91,Supernova,4.9,109
Drama,Fantasy,60000000,basedonnovel,,,,,,22.736038,Village Roadshow Pictures,30800231,118,Winter's Tale,6,487
Action,Adventure,60000000,angel,vampire,werewolf,warlock,downworlder,shadowhunter,45.514031,Constantin Film Produktion,90565421,130,The Mortal Instruments: City of Bones,6.2,1602
Comedy,Science Fiction,60000000,newyork,captain,starships,newlove,earth,friendship,18.676291,Twentieth Century Fox Film Corporation,50650079,90,Meet Dave,5,371
Drama,Horror,30000000,basedonnovel,water,remake,teacher,divorce,apartment,14.376463,Vertigo Entertainment,25473093,105,Dark Water,5.3,274
Comedy,,80000000,tvshow,tvstation,simulatedreality,realitytv,tvstar,tvratings,14.298297,Imagine Entertainment,0,122,Edtv,5.7,166
Adventure,Family,60000000,book,fairytale,eavesdropping,adventure,writer'sblock,,27.018886,New Line Cinema,57490374,106,Inkheart,6,592
Action,Comedy,60000000,secretidentity,robber,mask,frog,basedoncomicstrip,backfromthedead,14.84856,DC Comics,39031337,103,The Spirit,4.7,320
Comedy,Adventure,60000000,basedonnovel,painting,debt,artdealer,stolenpainting,,52.417529,Lionsgate,30418560,106,Mortdecai,5.4,1055
Adventure,Fantasy,60000000,fictionalplace,monster,lossoffamily,newlove,hero,loveofone'slife,15.406173,Boll Kino Beteiligungs GmbH & Co. KG,0,127,In the Name of the King: A Dungeon Siege Tale,4.1,224
Drama,Romance,35000000,londonengland,cia,landmine,loveofone'slife,cambodia,ethiopia,6.523472,Mandalay Pictures,0,127,Beyond Borders,6.7,110
Action,Adventure,68490000,monkeyking,,,,,,4.72629,Filmko Pictures,193677158,120,The Monkey King 2,6,24
Action,History,80000000,basedonnovel,worldwarii,prisonersofwar,narration,archivefootage,rescuemission,8.923215,Lawrence Bender Productions,10166502,132,The Great Raid,6.8,91
Action,Adventure,58000000,antihero,mercenary,marvelcomic,superhero,basedoncomicbook,breakingthefourthwall,514.569956,Twentieth Century Fox Film Corporation,783112979,108,Deadpool,7.4,10995
Drama,Comedy,60000000,salesclerk,television,tvratings,guru,televisionproducer,,9.265672,Caravan Pictures,0,114,Holy Man,4.9,111
War,Action,58800000,sniper,biography,iraq,navyseal,u.s.soldier,,87.53437,Village Roadshow Pictures,542307423,133,American Sniper,7.4,4469
Adventure,Horror,58000000,basedonnovel,magic,fantasy,werewolf,family,ventriloquistdummy,45.351617,Columbia Pictures,158162788,103,Goosebumps,6.2,995
Comedy,Fantasy,58000000,coma,basedonnovel,workaholic,flirt,architect,romanticcomedy,13.43573,DreamWorks SKG,102854431,95,Just Like Heaven,6.5,579
Science Fiction,Comedy,83000000,waitress,marriageproposal,flirt,stoneage,bestfriend,dinosaur,6.248309,Universal Pictures,59468275,90,The Flintstones in Viva Rock Vegas,4.4,134
Action,Adventure,63000000,competition,submachinegun,sovietunion,liberation,russian,soviettroops,31.294717,TriStar Pictures,189015611,102,Rambo III,5.7,690
Comedy,Romance,58000000,americanfootball,sportsteam,stadium,hero,success,sponsorship,7.739276,Universal Pictures,41299492,114,Leatherheads,5.7,130
Comedy,Western,60000000,wildwest,,,,,,19.694695,Happy Madison Productions,0,119,The Ridiculous 6,4.9,388
Comedy,,58000000,witnessprotection,comedy,duringcreditsstinger,,,,14.403696,Columbia Pictures,85280250,103,Did You Hear About the Morgans?,5.1,276
Comedy,,58000000,jobinterview,lossofjob,intern,referencetogoogle,newjob,laidoff,1.551497,Twentieth Century Fox Film Corporation,44000000,119,The Internship,6.1,1658
Action,Adventure,60000000,post-apocalyptic,dystopia,undead,biohazard,evilcorporation,residentevil,2.143764,Impact Pictures,300228084,97,Resident Evil: Afterlife,5.8,1363
Drama,Action,58000000,worldwarii,fighterpilot,fighterplane,,,,12.29603,Lucasfilm,50365377,125,Red Tails,5.9,178
Drama,Horror,57000000,childabuse,southernusa,obsession,subway,nudity,bible,33.8473,Regency Enterprises,152944660,144,The Devil's Advocate,7.2,1374
Comedy,,70000000,deadbeatdad,cheatingfianc\u00e9e,teacherstudentsex,brothersisterincest,,,21.723897,Columbia Pictures,58058367,116,That's My Boy,5.5,453
Fantasy,,57000000,magic,kingdom,despot,immortality,village,forest,31.791979,Universal Pictures,115267375,103,DragonHeart,6.4,535
Action,Comedy,60000000,bahamas,masterthief,crookcouple,,,,14.113066,New Line Cinema,61347797,97,After the Sunset,6,226
Action,Fantasy,57000000,monk,easterneurope,skeleton,biker,marvelcomic,superhero,48.622278,Columbia Pictures,149217355,95,Ghost Rider: Spirit of Vengeance,4.7,1135
Drama,History,57000000,officer,greekisland,mandolin,italiansoldier,resistancefighter,greekhistory,9.061866,Miramax Films,62112895,131,Captain Corelli's Mandolin,5.5,145
Action,Comedy,56000000,bodybuilder,children,bodyguard,scientist,family,u.s.soldier,35.4763,Walt Disney Pictures,113006880,95,The Pacifier,5.8,842
Adventure,Drama,56000000,casino,sheriff,home,violence,specialforces,exsoldier,23.438398,Metro-Goldwyn-Mayer (MGM),57223890,86,Walking Tall,6,381
Comedy,Drama,55000000,vietnamveteran,hippie,mentallydisabled,running,basedonnovel,vietnam,138.133331,Paramount Pictures,677945399,142,Forrest Gump,8.2,7927
Comedy,Music,60000000,pop,popstar,recordproducer,surprise,approach,forest,47.336034,Dune Entertainment,361366633,92,Alvin and the Chipmunks,5.5,1177
Comedy,Romance,55000000,cia,airport,cat,jew,orderly,airplane,29.97224,DreamWorks SKG,330444045,108,Meet the Parents,6.6,1698
Adventure,Animation,55000000,cultureclash,settler,forbiddenlove,colony,musical,goldrush,47.845589,Walt Disney Pictures,346079773,81,Pocahontas,6.7,1457
Action,Adventure,55000000,savingtheworld,journalist,dccomics,crimefighter,nuclearmissile,galaxy,48.507081,Warner Bros.,300218018,143,Superman,6.9,1022
Fantasy,Comedy,54000000,overweight,overweightman,duringcreditsstinger,,,,20.28119,Imagine Entertainment,128769345,95,The Nutty Professor,5.4,702
Comedy,Drama,70000000,speeddate,romanticcomedy,dating,,,,34.576913,Columbia Pictures Corporation,368100420,118,Hitch,6.4,1665
Adventure,Comedy,55000000,africa,sanfrancisco,gorilla,lion,feralchild,jungle,22.573237,Walt Disney Pictures,0,92,George of the Jungle,5.4,496
Comedy,Romance,55000000,handcuffs,sistersisterrelationship,spanner,blowjob,stagnight,wedding,36.194802,Universal Pictures,231449203,103,American Wedding,6,1129
Action,Drama,55000000,ship,hijacking,somalia,fisherman,blood,poverty,52.786917,Columbia Pictures,95000000,134,Captain Phillips,7.6,2454
Comedy,,55000000,date,corruption,taxi,expensiverestaurant,wifehusbandrelationship,gun,38.06168,Twentieth Century Fox Film Corporation,152263880,97,Date Night,5.9,1122
Fantasy,Comedy,50000000,halloween,friendship,supernatural,afterlife,friends,danger,19.830132,Universal Pictures,287928194,100,Casper,6,1019
Thriller,Action,55000000,corruption,assassin,hostage,fbi,hitman,russian,79.922059,Columbia Pictures,192330738,132,The Equalizer,7.1,2954
Comedy,Drama,55000000,hotel,politician,mistakenidentity,maid,classdifferences,singlemother,19.738215,Red Om Films,154906693,105,Maid in Manhattan,5.6,485
Action,Thriller,53000000,submarine,mutiny,russia,missile,nuclearmissile,embassy,20.334629,Hollywood Pictures,157387195,116,Crimson Tide,7,498
Drama,,55000000,sanfrancisco,singleparent,homelessperson,bus,worker,homelessness,80.581367,Columbia Pictures Corporation,307077295,117,The Pursuit of Happyness,7.7,2525
Thriller,Drama,55000000,berlin,lossoffather,airplane,baby-snatching,,,32.05145,Imagine Entertainment,223387299,98,Flightplan,6.1,772
Drama,Thriller,55000000,employee,workplace,sexualharassment,intrigue,,,15.064058,Warner Bros.,214015089,123,Disclosure,5.9,210
Drama,Fantasy,55000000,suicide,angel,lifeanddeath,desperation,operation,heaven,21.272734,Atlas Entertainment,198685114,114,City of Angels,6.4,529
Action,Crime,30000000,japan,coma,martialarts,kungfu,underworld,yakuza,79.754966,Miramax Films,180949000,111,Kill Bill: Vol. 1,7.7,4949
Comedy,,55000000,filmproducer,filmdirector,moviestudio,hollywood,filmmaking,movieactress,13.191829,Universal Pictures,0,97,Bowfinger,6,254
Action,Crime,30000000,brotherbrotherrelationship,swordplay,katana,motherrole,rageandhate,daughter,50.622607,Miramax Films,152159461,136,Kill Bill: Vol. 2,7.6,3948
Action,Adventure,55000000,prisoner,warondrugs,losangeles,,,,22.787667,Warner Bros.,63408614,104,Tango & Cash,6.1,458
Fantasy,Comedy,55000000,jealousy,beauty,immortality,rivalry,potion,drinking,29.498304,Universal Pictures,149022650,104,Death Becomes Her,6.3,636
Adventure,Action,55000000,princess,sioux,travel,rescue,nativeamerican,chinese,25.400935,Spyglass Entertainment,56932305,110,Shanghai Noon,6.2,735
Action,Adventure,55000000,bomb,ransom,hostage,airplane,hijacking,terrorcell,17.231675,Silver Pictures,121969216,133,Executive Decision,5.8,256
Comedy,Family,55000000,taxi,restaurant,zoo,penguin,exhusband,littleboy,32.835777,Twentieth Century Fox Film Corporation,187361754,94,Mr. Popper's Penguins,5.7,751
Action,Adventure,55000000,tempel,shaolin,teenager,urination,staff,warrior,17.097041,Casey Silver Productions,127906624,104,The Forbidden Kingdom,6.3,461
Animation,Comedy,55000000,holiday,thanksgiving,freedom,duringcreditsstinger,3d,,14.414937,Reel FX Creative Studios,110000000,91,Free Birds,5.7,254
Science Fiction,Action,50000000,prison,android,spacecraft,spacemarine,imprisonment,spacecolony,45.856409,Twentieth Century Fox Film Corporation,159773545,114,Alien³,6.2,1633
History,Drama,55000000,prostitute,deification,dancehallhostess,per\u00f3nism,argentinepresident,risetopower,7.027139,Hollywood Pictures,141047179,134,Evita,5.9,120
Action,Thriller,55000000,paris,france,armsdeal,audi,impostor,case,32.657488,United Artists,41610884,122,Ronin,6.7,658
Adventure,,50000000,africa,lion,bridge,basedontruestory,kenya,animalattack,12.46525,Constellation Films,75000000,109,The Ghost and the Darkness,6.4,236
Family,Comedy,55000000,england,trainstation,basedonnovel,bear,anthropomorphism,talkingtoanimals,39.882276,The Weinstein Company,259207227,95,Paddington,7,883
Comedy,,68000000,usa,sterility,castration,marriage,friendship,alien,39.395881,Ingenious Film Partners,68267862,98,The Watch,5.3,881
Drama,Action,55000000,hunter,fbi,knife,balkanwar,woods,psychopathickiller,8.634954,Lakeshore Entertainment,34234008,94,The Hunted,6,189
Drama,Mystery,80000000,prison,gorilla,research,instinct,murder,psychologist,7.386394,Spyglass Entertainment,0,126,Instinct,6.2,146
Comedy,,55000000,sex,dancer,martialarts,cook,stripper,love,8.802525,Twentieth Century Fox Film Corporation,33828318,118,Stuck on You,5.1,188
Comedy,,0,sport,basketball,flintmichigan,nba,merger,trade,10.449975,New Line Cinema,33472850,91,Semi-Pro,5.4,251
Animation,Adventure,60000000,rivalry,stopmotion,pirate,aftercreditsstinger,duringcreditsstinger,,23.700759,Columbia Pictures,118338361,88,The Pirates! In an Adventure with Scientists!,6.4,374
Crime,Drama,55000000,corruption,mother,nudity,minister,power,public,27.50916,Imagine Entertainment,113020255,141,Changeling,7.3,1131
Action,Drama,50000000,fbi,hydrogenbomb,secretlab,energysupply,conspiracy,aftercreditsstinger,20.58862,Twentieth Century Fox Film Corporation,60209334,107,Chain Reaction,5.3,284
Drama,Mystery,55000000,sport,luck,sanfranciscogiants,childcustody,baseballpitcher,baseballfan,4.366488,TriStar Pictures,18626419,116,The Fan,5.7,194
Thriller,Drama,70000000,dancing,obsession,auction,wheelchair,rose,productplacement,18.927463,Odyssey Entertainment,154648887,143,The Phantom of the Opera,7,438
Drama,History,55000000,england,assassination,spain,virgin,colony,governance,15.274137,Universal Pictures,74237563,114,Elizabeth: The Golden Age,6.6,303
Action,Science Fiction,62000000,martialarts,dystopia,surrealism,basedoncartoon,shootout,espionage,29.954302,Paramount Pictures,52304001,93,Æon Flux,5.4,703
Drama,History,56000000,war,battle,unionsoldier,confederatesoldier,americancivilwar,secession,4.362535,Warner Bros. Pictures,12923936,214,Gods and Generals,6.1,48
Action,Thriller,55000000,stewardess,airplane,shootout,airmarshal,christmas,turbulence,4.700024,Metro-Goldwyn-Mayer (MGM),11466088,100,Turbulence,5.2,62
Comedy,,55000000,,,,,,,12.340384,Paramount Pictures,0,107,Imagine That,5.7,134
Comedy,Adventure,50000000,musical,themuppets,,,,,14.808304,Buena Vista,80383290,112,Muppets Most Wanted,6.2,316
Action,Adventure,57000000,secretorganization,basedontvseries,goldengatebridge,locker,oilrig\u00a0,teenagehero,9.27875,Studio Canal,28283637,95,Thunderbirds,4.2,91
Drama,Romance,55000000,musical,losangeles,burlesque,burlesquedancer,,,22.863516,Bedford Falls Productions,89519773,119,Burlesque,6.9,573
Drama,,47000000,paris,prostitute,lossoflover,amnesia,bodilydisabledperson,worldwari,23.05451,Gerber Pictures,0,133,A Very Long Engagement,7.1,346
Drama,Romance,2000000,sexualobsession,hotel,depression,lossofmother,smalltown,flirt,23.962109,Seven Arts Productions,9250000,153,Lolita,7.3,395
Action,Thriller,55000000,alcoholism,serialkiller,hospital,policeofficer,detox,,12.669778,Universal Pictures,6416302,96,D-Tox,5.3,123
Fantasy,Horror,54000000,katana,mutation,vampire,silver,superhero,tragicvillain,67.169587,New Line Cinema,155010032,117,Blade II,6.2,1528
Drama,,55000000,vegetarian,taxcollector,pianist,blind,organtransplant,bloodtype,41.472404,Columbia Pictures,168167691,123,Seven Pounds,7.5,2039
Action,Crime,55000000,,,,,,,22.503935,Dark Castle Entertainment,9489829,92,Bullet to the Head,5.2,481
Crime,Drama,54000000,italy,christianity,newyork,assassination,italo-american,vatican,59.194915,Paramount Pictures,136766062,162,The Godfather: Part III,7.1,1546
Comedy,Drama,57000000,suicide,hotelroom,suicideattempt,newlove,funeral,airplane,22.894898,Paramount Pictures,52034889,123,Elizabethtown,6.1,327
Comedy,Romance,54000000,roommate,loveofone'slife,newlywed,,,,18.600367,Universal Pictures,130431368,108,"You, Me and Dupree",5.4,407
Action,Adventure,54000000,savingtheworld,dccomics,sequel,superhero,basedoncomicbook,lossofvirginity,30.515175,Warner Bros.,190458706,127,Superman II,6.5,629
Drama,,54000000,newyork,mentallydisabled,kidnapping,blackmail,missionofmurder,lovers,9.053456,City Light Films,7266209,121,Gigli,3.5,104
Drama,Thriller,55000000,corruption,journalist,basedonnovel,blackmail,manipulation,bodyguard,7.768223,Columbia Pictures Corporation,9450897,125,All the King's Men,5.7,95
Action,Adventure,46000000,corruption,blackpeople,italo-american,brothersisterrelationship,drugdealer,revenge,19.643365,Paramount Pictures,107196498,99,Shaft,5.5,308
Animation,Family,53000000,tzar,musical,russianrevolution,trainexplosion,foreignlanguageadaptation,explodingtrain,45.565918,Twentieth Century Fox Film Corporation,139804348,94,Anastasia,7.4,1432
Drama,Music,52500000,duke,musical,writer'sblock,music,terminalillness,writer,57.374341,Bazmark Films,179213434,127,Moulin Rouge!,7.4,1300
Mystery,Thriller,75000000,menace,adoption,dangerous,adoptivefather,threattodeath,stepfather,8.41856,Paramount Pictures,54249294,89,Domestic Disturbance,5.4,113
Crime,Drama,53000000,boston,basedontruestory,organizedcrime,,,,46.049902,Infinitum Nihil,98837872,122,Black Mass,6.3,1242
War,Drama,90000000,worldwarii,dyinganddeath,pacific,iwojima,aftercreditsstinger,duringcreditsstinger,23.9366,DreamWorks SKG,65900249,132,Flags of Our Fathers,6.7,526
Drama,Crime,53000000,tattoo,secretpassage,baseballbat,deal,explosion,justice,49.593978,Film Departmen,126690726,109,Law Abiding Citizen,7.2,1486
Thriller,Action,67000000,exploitation,slasher,zombie,killer,,,16.637642,Big Talk Productions,25037897,191,Grindhouse,6.8,459
Drama,Thriller,0,,,,,,,1.453765,Harpo Films,0,172,Beloved,5.9,26
Drama,Romance,0,poker,sport,lasvegas,,,,6.162872,Village Roadshow Pictures,5761917,124,Lucky You,5.4,81
Drama,Crime,52000000,conman,biography,fbiagent,overheadcamerashot,attemptedjailbreak,engagementparty,73.944049,Kemp Company,352114312,141,Catch Me If You Can,7.7,3795
Thriller,Drama,40000000,assassination,cia,hotel,terrorist,prisoner,cardealer,38.306954,Columbia Pictures,132820716,157,Zero Dark Thirty,6.7,1702
Romance,Comedy,52000000,bowling,chicago,americanfootball,flat,baseball,newlove,26.251217,Universal Pictures,204999686,106,The Break-Up,5.6,832
Comedy,Romance,52000000,singleparent,greece,musical,daughter,single,motherdaughterrelationship,30.780599,Universal Pictures,609841637,108,Mamma Mia!,6.4,1386
Comedy,Romance,52000000,flower,marriedcouple,florist,kiss,single,valentine,25.41929,New Line Cinema,216485654,125,Valentine's Day,5.7,1013
Action,Adventure,50000000,sheriff,farm,bikini,redneck,moonshine,,15.98212,Village Roadshow Pictures,110803676,104,The Dukes of Hazzard,5.1,316
Drama,History,52000000,basedonnovel,japanese,worldwarii,battleassignment,invasion,marinecorps,40.072583,Fox 2000 Pictures,98126565,170,The Thin Red Line,7.2,771
Comedy,,52000000,jealousy,chance,wish,change,manchange,co-worker,32.015477,Universal Pictures,75450437,112,The Change-Up,5.9,736
Comedy,Drama,82000000,showbusiness,comedian,wrestling,,,,24.444186,Mutual Film Company,47434430,118,Man on the Moon,6.9,435
Drama,Crime,52000000,poker,drugabuse,1970s,overdose,illegalprostitution,,40.06688,Universal Pictures,116112375,178,Casino,7.8,1307
Action,Crime,52000000,paris,cia,undercover,explosive,pimp,ambassador,27.916284,Apipoula\u00ef,52826594,92,From Paris with Love,6.1,675
Action,Comedy,52000000,monk,homelessperson,injection,fall,knifefight,scroll,15.20707,Metro-Goldwyn-Mayer (MGM),0,104,Bulletproof Monk,5.1,278
Comedy,,51000000,schizophrenia,ex-cop,aftercreditsstinger,duringcreditsstinger,,,39.001682,Twentieth Century Fox Film Corporation,149270999,116,"Me, Myself & Irene",6.1,927
Animation,Comedy,51000000,peasant,farm,cow,cojote,family,,10.430832,Paramount Pictures,72779000,90,Barnyard,5.3,225
Comedy,Family,0,holiday,massachusetts,neighbor,christmas,,,5.952527,Regency Enterprises,47231070,93,Deck the Halls,5.1,109
Adventure,Fantasy,50000000,moon,cinema,vampire,werewolf,fangvamp,,94.815867,Summit Entertainment,709827462,130,The Twilight Saga: New Moon,5.6,2436
Adventure,Animation,60000000,magic,liberation,lordship,castle,robinhood,enchantment,67.298732,DreamWorks SKG,484409218,90,Shrek,7.3,4056
Science Fiction,Thriller,50200000,hotel,dancer,hat,senator,future,honesty,26.60772,Universal Pictures,127869379,106,The Adjustment Bureau,6.5,1652
Adventure,,48000000,england,crusade,mercifulness,robinhood,folkhero,,28.803729,Warner Bros.,390493908,143,Robin Hood: Prince of Thieves,6.6,909
Comedy,Drama,50000000,stadium,career,sport,sportsagent,,,27.039636,Gracie Films,273552592,139,Jerry Maguire,6.7,913
Comedy,Fantasy,50000000,friendship,love,teddybear,toycomestolife,wishescometrue,,68.87691,Universal Pictures,549368315,106,Ted,6.3,4697
